channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
-0.077517509460449219,0.095521092414855957,0.088714241981506348,-0.090805292129516602,-0.050047874450683594,-0.076611518859863281,-0.051746487617492676,-0.99719059467315674,1408224236.555006,0
-0.087064504623413086,0.093282222747802734,0.052722930908203125,-0.18010997772216797,-0.11124181747436523,-0.082884550094604492,-0.058445334434509277,-1.0,1408224236.559124,0
-0.080244064331054688,0.095366120338439941,0.0687713623046875,-0.19222843647003174,-0.11034095287322998,-0.076408743858337402,-0.053207635879516602,-1.0,1408224236.563998,0
-0.06989741325378418,0.0978240966796875,0.10667538642883301,-0.10499775409698486,-0.049227237701416016,-0.06951451301574707,-0.045858383178710938,-0.99118435382843018,1408224236.568088,0
-0.075323343276977539,0.096107006072998047,0.095667362213134766,-0.081628203392028809,-0.042063236236572266,-0.074928641319274902,-0.05021214485168457,-0.9918980598449707,1408224236.571115,0
-0.086365818977355957,0.093407392501831055,0.056302666664123535,-0.16626203060150146,-0.10236287117004395,-0.082631826400756836,-0.05812990665435791,-1.0,1408224236.575076,0
-0.082384467124938965,0.094777226448059082,0.062240362167358398,-0.20082926750183105,-0.11730623245239258,-0.078157305717468262,-0.054904460906982422,-1.0,1408224236.579023,0
-0.070811271667480469,0.097679018974304199,0.10228526592254639,-0.12098538875579834,-0.059036493301391602,-0.069839239120483398,-0.046554446220397949,-0.99772703647613525,1408224236.579255,0
-0.073221325874328613,0.096681833267211914,0.1016613245010376,-0.076219558715820312,-0.036436796188354492,-0.073224902153015137,-0.048633456230163574,-0.98798716068267822,1408224236.58323,0
-0.085120677947998047,0.093635082244873047,0.06146538257598877,-0.15075075626373291,-0.091931700706481934,-0.082008719444274902,-0.057210803031921387,-1.0,1408224236.587174,0
-0.084163784980773926,0.094274044036865234,0.056894183158874512,-0.20545852184295654,-0.12174105644226074,-0.07975161075592041,-0.056181192398071289,-1.0,1408224236.591144,0
-0.072153449058532715,0.097383975982666016,0.096552491188049316,-0.13807165622711182,-0.069986581802368164,-0.070728302001953125,-0.047516703605651855,-1.0,1408224236.595107,0
-0.071528196334838867,0.097182273864746094,0.10631048679351807,-0.0749053955078125,-0.033478856086730957,-0.071794867515563965,-0.047420382499694824,-0.98570764064788818,1408224236.601001,0
-0.083499431610107422,0.094033360481262207,0.067790865898132324,-0.13467240333557129,-0.080716490745544434,-0.08100736141204834,-0.056140780448913574,-1.0,1408224236.604238,0
-0.085678339004516602,0.093842267990112305,0.053092718124389648,-0.20574414730072021,-0.12330889701843262,-0.081104874610900879,-0.057330131530761719,-1.0,1408224236.60808,0
-0.073955655097961426,0.096962213516235352,0.089884042739868164,-0.15503513813018799,-0.081319332122802734,-0.071881651878356934,-0.048788666725158691,-1.0,1408224236.612083,0
-0.07029426097869873,0.097549557685852051,0.10924005508422852,-0.077890872955322266,-0.033484935760498047,-0.070585131645202637,-0.046424746513366699,-0.98531889915466309,1408224236.616246,0
-0.081582427024841309,0.094483494758605957,0.074880719184875488,-0.11898863315582275,-0.069369792938232422,-0.079692721366882324,-0.054682254791259766,-1.0,1408224236.620144,0
-0.086683154106140137,0.093487977981567383,0.051154971122741699,-0.2015535831451416,-0.12174415588378906,-0.082220911979675293,-0.057980656623840332,-1.0,1408224236.624134,0
-0.076018333435058594,0.09642791748046875,0.082531929016113281,-0.17114567756652832,-0.092489838600158691,-0.073349237442016602,-0.050233840942382812,-1.0,1408224236.628158,0
-0.069565653800964355,0.097782015800476074,0.11014509201049805,-0.085194587707519531,-0.036572933197021484,-0.069725275039672852,-0.045907735824584961,-0.98699402809143066,1408224236.633851,0
-0.079408764839172363,0.095005393028259277,0.082331061363220215,-0.10468769073486328,-0.05859684944152832,-0.078114748001098633,-0.053180932998657227,-1.0,1408224236.636117,0
-0.087092280387878418,0.093294739723205566,0.051169395446777344,-0.19329392910003662,-0.11729788780212402,-0.082747817039489746,-0.058479547500610352,-1.0,1408224236.641045,0
-0.078186869621276855,0.095845699310302734,0.075058579444885254,-0.18530654907226562,-0.10274183750152588,-0.074970364570617676,-0.051831841468811035,-1.0,1408224236.645053,0
-0.069414973258972168,0.097862362861633301,0.10911309719085693,-0.096206903457641602,-0.042403578758239746,-0.069393754005432129,-0.045680522918701172,-0.99053728580474854,1408224236.649099,0
-0.077146530151367188,0.095565199851989746,0.089673995971679688,-0.092781662940979004,-0.049094080924987793,-0.076455235481262207,-0.05153965950012207,-1.0,1408224236.65309,0
-0.086915016174316406,0.093254208564758301,0.053138256072998047,-0.1816786527633667,-0.11031866073608398,-0.082905411720275879,-0.058378696441650391,-1.0,1408224236.656988,0
-0.080438137054443359,0.095244407653808594,0.067907929420471191,-0.19674003124237061,-0.11147689819335938,-0.076683402061462402,-0.053402900695800781,-1.0,1408224236.661057,0
-0.069903373718261719,0.097783327102661133,0.10621500015258789,-0.11016106605529785,-0.05054628849029541,-0.069478154182434082,-0.045961260795593262,-0.99569153785705566,1408224236.665095,0
-0.074975013732910156,0.096134662628173828,0.096525430679321289,-0.083869338035583496,-0.04132533073425293,-0.074744939804077148,-0.049945712089538574,-0.99504256248474121,1408224236.669221,0
-0.086198687553405762,0.09335637092590332,0.056919574737548828,-0.1674036979675293,-0.10116195678710938,-0.082676291465759277,-0.057947278022766113,-1.0,1408224236.673061,0
-0.082588434219360352,0.094629645347595215,0.061446309089660645,-0.20479846000671387,-0.11819970607757568,-0.078489065170288086,-0.055045723915100098,-1.0,1408224236.67702,0
-0.070949673652648926,0.09756314754486084,0.10156369209289551,-0.12634646892547607,-0.060647368431091309,-0.070030570030212402,-0.046676158905029297,-1.0,1408224236.680972,0
-0.072990655899047852,0.096673250198364258,0.10232913494110107,-0.078879833221435547,-0.036071658134460449,-0.07308197021484375,-0.04846799373626709,-0.99130940437316895,1408224236.686098,0
-0.084936380386352539,0.093624353408813477,0.062227606773376465,-0.15162432193756104,-0.0905914306640625,-0.081960082054138184,-0.05704808235168457,-1.0,1408224236.689974,0
-0.084403038024902344,0.094126582145690918,0.056320905685424805,-0.20860099792480469,-0.12214839458465576,-0.080086231231689453,-0.056242585182189941,-1.0,1408224236.694248,0
-0.07241356372833252,0.097287416458129883,0.095667004585266113,-0.14322364330291748,-0.071600437164306641,-0.070825099945068359,-0.047708868980407715,-1.0,1408224236.698061,0
-0.071346163749694824,0.097198605537414551,0.10677313804626465,-0.077935695648193359,-0.033455610275268555,-0.071535587310791016,-0.047261953353881836,-0.98916852474212646,1408224236.702141,0
-0.083303570747375488,0.094045758247375488,0.068700671195983887,-0.13528728485107422,-0.07925879955291748,-0.08077704906463623,-0.055859923362731934,-1.0,1408224236.706098,0
-0.085927128791809082,0.093732595443725586,0.052632927894592285,-0.20828330516815186,-0.12342488765716553,-0.081270217895507812,-0.057421684265136719,-1.0,1408224236.709997,0
-0.074219822883605957,0.096867203712463379,0.088835597038269043,-0.16021561622619629,-0.083064675331115723,-0.072070717811584473,-0.048957705497741699,-1.0,1408224236.713972,0
-0.070140719413757324,0.097572922706604004,0.10947263240814209,-0.081452488899230957,-0.03387761116027832,-0.070440888404846191,-0.046333909034729004,-0.98898851871490479,1408224236.718206,0
-0.081258893013000488,0.094519138336181641,0.075872659683227539,-0.11969876289367676,-0.06800079345703125,-0.07946324348449707,-0.054507732391357422,-1.0,1408224236.721971,0
-0.086795568466186523,0.09340977668762207,0.050984501838684082,-0.20346724987030029,-0.12151801586151123,-0.082247734069824219,-0.058161735534667969,-1.0,1408224236.727068,0
-0.076327323913574219,0.096323609352111816,0.081508874893188477,-0.17593657970428467,-0.094087004661560059,-0.073538541793823242,-0.050417661666870117,-1.0,1408224236.731006,0
-0.069501280784606934,0.097786664962768555,0.11014378070831299,-0.089206933975219727,-0.037345409393310547,-0.069694280624389648,-0.045802474021911621,-0.99082159996032715,1408224236.735227,0
-0.079103827476501465,0.09503638744354248,0.083336830139160156,-0.10560929775238037,-0.057358860969543457,-0.077913522720336914,-0.052921652793884277,-1.0,1408224236.739073,0
-0.08713221549987793,0.093221426010131836,0.051263809204101562,-0.19459593296051025,-0.11665463447570801,-0.082832813262939453,-0.058502674102783203,-1.0,1408224236.743005,0
-0.078532576560974121,0.095746874809265137,0.074000954627990723,-0.18982183933258057,-0.10425722599029541,-0.075192689895629883,-0.052023053169250488,-1.0,1408224236.746977,0
-0.069461345672607422,0.097854852676391602,0.10883629322052002,-0.10064148902893066,-0.043553352355957031,-0.069345831871032715,-0.045663237571716309,-0.9945228099822998,1408224236.747205,0
-0.076893329620361328,0.095615029335021973,0.090657591819763184,-0.093961000442504883,-0.048034071922302246,-0.076200366020202637,-0.051310300827026367,-1.0,1408224236.75102,0
-0.086924076080322266,0.093210697174072266,0.053513169288635254,-0.18245589733123779,-0.10931217670440674,-0.082939386367797852,-0.058365702629089355,-1.0,1408224236.755012,0
-0.080834269523620605,0.095105171203613281,0.066886544227600098,-0.20076107978820801,-0.11276233196258545,-0.077049732208251953,-0.053599357604980469,-1.0,1408224236.759076,0
-0.07005763053894043,0.097751975059509277,0.10560595989227295,-0.11501157283782959,-0.05210721492767334,-0.069497585296630859,-0.046087384223937988,-0.99992907047271729,1408224236.763288,0
-0.07468569278717041,0.096215367317199707,0.097364187240600586,-0.085623741149902344,-0.040692806243896484,-0.074409365653991699,-0.049778938293457031,-0.99779534339904785,1408224236.767178,0
-0.086011290550231934,0.093406796455383301,0.057571291923522949,-0.1679157018661499,-0.10000503063201904,-0.082493066787719727,-0.057847976684570312,-1.0,1408224236.772263,0
-0.082827210426330566,0.094576597213745117,0.060714006423950195,-0.20806717872619629,-0.11903595924377441,-0.078581094741821289,-0.055179834365844727,-1.0,1408224236.776304,0
-0.071098923683166504,0.09755241870880127,0.10087370872497559,-0.13109636306762695,-0.06219780445098877,-0.070036768913269043,-0.046737790107727051,-1.0,1408224236.780284,0
-0.072724699974060059,0.096787095069885254,0.10312747955322266,-0.080877780914306641,-0.03559720516204834,-0.072818875312805176,-0.048269510269165039,-0.99410128593444824,1408224236.784004,0
-0.084709763526916504,0.093718051910400391,0.06315910816192627,-0.15166842937469482,-0.089085698127746582,-0.081728219985961914,-0.056878447532653809,-1.0,1408224236.787994,0
-0.084681034088134766,0.094089746475219727,0.055620193481445312,-0.2113569974899292,-0.12273597717285156,-0.080151796340942383,-0.056543350219726562,-1.0,1408224236.792547,0
-0.072638511657714844,0.09726417064666748,0.094771742820739746,-0.14818215370178223,-0.073411822319030762,-0.070970892906188965,-0.047829866409301758,-1.0,1408224236.796152,0
-0.071103453636169434,0.097303032875061035,0.10735368728637695,-0.080570816993713379,-0.033429265022277832,-0.071314811706542969,-0.046996593475341797,-0.99221694469451904,1408224236.800075,0
-0.082953214645385742,0.094152569770812988,0.069742321968078613,-0.13543617725372314,-0.077783584594726562,-0.080570340156555176,-0.055631041526794434,-1.0,1408224236.804085,0
-0.086011648178100586,0.093699216842651367,0.052358627319335938,-0.21023881435394287,-0.12346172332763672,-0.08139348030090332,-0.057542085647583008,-1.0,1408224236.808769,0
-0.07451629638671875,0.096794366836547852,0.087877035140991211,-0.1648489236831665,-0.084740400314331055,-0.072249889373779297,-0.049097776412963867,-1.0,1408224236.813045,0
-0.070038557052612305,0.097592592239379883,0.10968136787414551,-0.08469545841217041,-0.034332633018493652,-0.070402264595031738,-0.046118736267089844,-0.99232208728790283,1408224236.816966,0
-0.080976724624633789,0.094623446464538574,0.076941013336181641,-0.1199723482131958,-0.066588521003723145,-0.079223990440368652,-0.054344296455383301,-1.0,1408224236.821031,0
-0.086877942085266113,0.093411684036254883,0.050932884216308594,-0.20481181144714355,-0.12116384506225586,-0.082332968711853027,-0.058318734169006348,-1.0,1408224236.825299,0
-0.076678752899169922,0.09622657299041748,0.080409526824951172,-0.18053615093231201,-0.09585261344909668,-0.073809027671813965,-0.050758838653564453,-1.0,1408224236.8291,0
-0.06952202320098877,0.097754836082458496,0.1100928783416748,-0.093011379241943359,-0.03823387622833252,-0.069655656814575195,-0.045825004577636719,-0.99439465999603271,1408224236.833093,0
-0.078840732574462891,0.09505927562713623,0.084391117095947266,-0.1061331033706665,-0.056107759475708008,-0.077718734741210938,-0.05278170108795166,-1.0,1408224236.837078,0
-0.087140440940856934,0.093203186988830566,0.051513671875,-0.19533467292785645,-0.11590480804443359,-0.08289337158203125,-0.058587074279785156,-1.0,1408224236.841002,0
-0.078845739364624023,0.095704317092895508,0.073041439056396484,-0.19374561309814453,-0.10563957691192627,-0.075390338897705078,-0.05230712890625,-1.0,1408224236.845189,0
-0.069510459899902344,0.097886919975280762,0.10851550102233887,-0.10477292537689209,-0.044753789901733398,-0.069298624992370605,-0.045738577842712402,-0.99825727939605713,1408224236.849033,0
-0.076511144638061523,0.095796465873718262,0.091748356819152832,-0.094769716262817383,-0.046955227851867676,-0.075871586799621582,-0.051062107086181641,-1.0,1408224236.853962,0
-0.086714506149291992,0.093363642692565918,0.054159641265869141,-0.18262171745300293,-0.10813164710998535,-0.082773923873901367,-0.058286786079406738,-1.0,1408224236.857987,0
-0.080929040908813477,0.095208168029785156,0.066162467002868652,-0.20402038097381592,-0.11374437808990479,-0.077044010162353516,-0.053837180137634277,-1.0,1408224236.862186,0
-0.069988608360290527,0.097916722297668457,0.10526168346405029,-0.11914741992950439,-0.053363323211669922,-0.069411873817443848,-0.046030163764953613,-1.0,1408224236.866076,0
-0.074228405952453613,0.096496462821960449,0.098530173301696777,-0.086555719375610352,-0.039661765098571777,-0.07406008243560791,-0.04936981201171875,-0.9999384880065918,1408224236.870053,0
-0.085756301879882812,0.093591451644897461,0.058496713638305664,-0.16751408576965332,-0.098384737968444824,-0.082321524620056152,-0.057606816291809082,-1.0,1408224236.874352,0
-0.083014965057373047,0.09464573860168457,0.059998512268066406,-0.21082782745361328,-0.1197662353515625,-0.078747153282165527,-0.055344104766845703,-1.0,1408224236.878145,0
-0.071158170700073242,0.097647666931152344,0.10017192363739014,-0.13557147979736328,-0.06382143497467041,-0.070092558860778809,-0.04684901237487793,-1.0,1408224236.882262,0
-0.072324275970458984,0.096965193748474121,0.10395538806915283,-0.082592964172363281,-0.035149335861206055,-0.072597026824951172,-0.047956585884094238,-0.99662387371063232,1408224236.886066,0
-0.084351420402526855,0.093875408172607422,0.06414639949798584,-0.15142703056335449,-0.087604165077209473,-0.081490755081176758,-0.056765913963317871,-1.0,1408224236.88996,0
-0.08475339412689209,0.094138264656066895,0.055208563804626465,-0.21351766586303711,-0.12312304973602295,-0.080250382423400879,-0.056744933128356934,-1.0,1408224236.894062,0
-0.072763800621032715,0.097292184829711914,0.093991994857788086,-0.15256059169769287,-0.075042247772216797,-0.071053862571716309,-0.047968626022338867,-1.0,1408224236.899093,0
-0.070798516273498535,0.097431063652038574,0.10794150829315186,-0.082764983177185059,-0.03333580493927002,-0.071090340614318848,-0.046842694282531738,-0.99489986896514893,1408224236.903093,0
-0.08260953426361084,0.094271302223205566,0.070838689804077148,-0.13501489162445068,-0.076142549514770508,-0.080369353294372559,-0.055462002754211426,-1.0,1408224236.907087,0
-0.086116313934326172,0.093714118003845215,0.052107930183410645,-0.2115861177444458,-0.12332820892333984,-0.081518173217773438,-0.057679176330566406,-1.0,1408224236.914999,0
-0.074710488319396973,0.09680485725402832,0.086890935897827148,-0.16908872127532959,-0.086419820785522461,-0.072364687919616699,-0.049329638481140137,-1.0,1408224236.915237,0
-0.069788932800292969,0.097730755805969238,0.10997641086578369,-0.087445974349975586,-0.034704685211181641,-0.070074081420898438,-0.046103119850158691,-0.99526131153106689,1408224236.915385,0
-0.08056950569152832,0.094750285148620605,0.078095912933349609,-0.1196293830871582,-0.06500697135925293,-0.078928470611572266,-0.053989410400390625,-1.0,1408224236.919123,0
-0.086860895156860352,0.093430519104003906,0.050991296768188477,-0.20539212226867676,-0.12052619457244873,-0.082320213317871094,-0.058194518089294434,-1.0,1408224236.923014,0
-0.076874852180480957,0.09621119499206543,0.079434990882873535,-0.18424296379089355,-0.09725499153137207,-0.073889732360839844,-0.050832986831665039,-1.0,1408224236.927074,0
-0.069326519966125488,0.097872495651245117,0.11003351211547852,-0.096155643463134766,-0.038945794105529785,-0.069440007209777832,-0.045690655708312988,-0.99749219417572021,1408224236.931233,0
-0.078336715698242188,0.095309019088745117,0.085602283477783203,-0.10592544078826904,-0.054585695266723633,-0.077327132225036621,-0.052459239959716797,-1.0,1408224236.935173,0
-0.087021350860595703,0.093303084373474121,0.051862478256225586,-0.19533181190490723,-0.11488997936248779,-0.082801342010498047,-0.058516263961791992,-1.0,1408224236.940118,0
-0.079095005989074707,0.095634818077087402,0.072029232978820801,-0.19712114334106445,-0.10695528984069824,-0.075602054595947266,-0.052525639533996582,-1.0,1408224236.94404,0
-0.06949317455291748,0.097867727279663086,0.10817158222198486,-0.10836100578308105,-0.045884251594543457,-0.069361209869384766,-0.045686602592468262,-1.0,1408224236.948016,0
-0.076179742813110352,0.09581756591796875,0.092754125595092773,-0.095006227493286133,-0.04578399658203125,-0.075712442398071289,-0.05088353157043457,-1.0,1408224236.952,0
-0.086673736572265625,0.093317508697509766,0.054630160331726074,-0.18219304084777832,-0.10685396194458008,-0.082743406295776367,-0.058342814445495605,-1.0,1408224236.955992,0
-0.081390261650085449,0.09501338005065918,0.065064430236816406,-0.20700812339782715,-0.11491358280181885,-0.07736814022064209,-0.054193854331970215,-1.0,1408224236.960078,0
-0.07025456428527832,0.097763299942016602,0.10446107387542725,-0.12323427200317383,-0.054969310760498047,-0.069542884826660156,-0.046259284019470215,-1.0,1408224236.964171,0
-0.074075102806091309,0.09644317626953125,0.099246621131896973,-0.087486147880554199,-0.039001226425170898,-0.073902249336242676,-0.049343466758728027,-1.0,1408224236.968098,0
-0.085701107978820801,0.093523144721984863,0.059101581573486328,-0.16696226596832275,-0.097025156021118164,-0.082294344902038574,-0.057655572891235352,-1.0,1408224236.972057,0
-0.083412289619445801,0.094459295272827148,0.05908048152923584,-0.21320033073425293,-0.12056303024291992,-0.079059481620788574,-0.055709004402160645,-1.0,1408224236.976676,0
-0.071477055549621582,0.097513079643249512,0.099224567413330078,-0.1397247314453125,-0.065539717674255371,-0.07025909423828125,-0.047167181968688965,-1.0,1408224236.980092,0
-0.072196245193481445,0.096971750259399414,0.10452651977539062,-0.084005832672119141,-0.034819483757019043,-0.072365880012512207,-0.047980070114135742,-0.998931884765625,1408224236.985048,0
-0.084212183952331543,0.093876838684082031,0.064983010292053223,-0.15066707134246826,-0.086064577102661133,-0.081410408020019531,-0.056648850440979004,-1.0,1408224236.988983,0
-0.085016846656799316,0.094056129455566406,0.054666876792907715,-0.2149580717086792,-0.12330305576324463,-0.08044588565826416,-0.056889533996582031,-1.0,1408224236.993023,0
-0.073053598403930664,0.097214221954345703,0.092980384826660156,-0.15647006034851074,-0.076719164848327637,-0.071223020553588867,-0.048220992088317871,-1.0,1408224236.997092,0
-0.070635795593261719,0.09746849536895752,0.10830867290496826,-0.084723353385925293,-0.033448576927185059,-0.070951342582702637,-0.046841621398925781,-0.99747073650360107,1408224237.001107,0
-0.082319378852844238,0.094318985939025879,0.07185053825378418,-0.13423192501068115,-0.074598312377929688,-0.080200076103210449,-0.055374622344970703,-1.0,1408224237.005083,0
-0.086214900016784668,0.093649744987487793,0.051826953887939453,-0.21243929862976074,-0.1231849193572998,-0.081705689430236816,-0.057806134223937988,-1.0,1408224237.009018,0
-0.075001001358032227,0.096680998802185059,0.085809230804443359,-0.17290782928466797,-0.088142633438110352,-0.072713494300842285,-0.04954075813293457,-1.0,1408224237.013,0
-0.069665908813476562,0.097776174545288086,0.11012184619903564,-0.089956998825073242,-0.035224080085754395,-0.069921135902404785,-0.046113133430480957,-0.99804520606994629,1408224237.017013,0
-0.08022773265838623,0.094839096069335938,0.079239249229431152,-0.11891674995422363,-0.063450336456298828,-0.07870936393737793,-0.053908467292785645,-1.0,1408224237.020963,0
-0.08689582347869873,0.093408107757568359,0.051053881645202637,-0.20551455020904541,-0.11986088752746582,-0.082450151443481445,-0.058411955833435059,-1.0,1408224237.026047,0
-0.077158808708190918,0.09613192081451416,0.078397274017333984,-0.18760192394256592,-0.098753452301025391,-0.074163675308227539,-0.051163315773010254,-1.0,1408224237.030285,0
-0.069342970848083496,0.097872376441955566,0.10990333557128906,-0.099123835563659668,-0.039865493774414062,-0.069436073303222656,-0.045767068862915039,-1.0,1408224237.034063,0
-0.078049540519714355,0.095374584197998047,0.086677193641662598,-0.10556817054748535,-0.053282856941223145,-0.077118754386901855,-0.052296996116638184,-1.0,1408224237.038102,0
-0.087012171745300293,0.093306899070739746,0.052159309387207031,-0.19503426551818848,-0.11395251750946045,-0.08284461498260498,-0.058563709259033203,-1.0,1408224237.042008,0
-0.079463601112365723,0.095532536506652832,0.070953845977783203,-0.20028829574584961,-0.10838973522186279,-0.075914144515991211,-0.05285942554473877,-1.0,1408224237.046144,0
-0.069564342498779297,0.097874164581298828,0.10775232315063477,-0.11185121536254883,-0.047196149826049805,-0.069352030754089355,-0.045913815498352051,-1.0,1408224237.050005,0
-0.075865030288696289,0.095923423767089844,0.093770265579223633,-0.095157146453857422,-0.044775724411010742,-0.075444459915161133,-0.05072784423828125,-1.0,1408224237.054002,0
-0.086558818817138672,0.093320727348327637,0.055196404457092285,-0.18158102035522461,-0.10567045211791992,-0.082812309265136719,-0.058335781097412109,-1.0,1408224237.058016,0
-0.081658840179443359,0.094954490661621094,0.064185976982116699,-0.20958936214447021,-0.11599934101104736,-0.077610611915588379,-0.054461479187011719,-1.0,1408224237.062203,0
-0.070407509803771973,0.09772193431854248,0.10383725166320801,-0.12698543071746826,-0.056535124778747559,-0.069634795188903809,-0.046433210372924805,-1.0,1408224237.066033,0
-0.073750495910644531,0.096488595008850098,0.10014975070953369,-0.088111281394958496,-0.038299441337585449,-0.073705911636352539,-0.049214601516723633,-1.0,1408224237.071095,0
-0.085471510887145996,0.09351646900177002,0.059921979904174805,-0.16599583625793457,-0.095552921295166016,-0.082232952117919922,-0.057639360427856445,-1.0,1408224237.074992,0
-0.083691239356994629,0.094283699989318848,0.058297872543334961,-0.21511328220367432,-0.12126767635345459,-0.079360127449035645,-0.056032419204711914,-1.0,1408224237.076235,0
-0.071771621704101562,0.097344756126403809,0.098295688629150391,-0.14358139038085938,-0.067297220230102539,-0.070492744445800781,-0.047412276268005371,-1.0,1408224237.080126,0
-0.071963787078857422,0.09698939323425293,0.10520744323730469,-0.085160374641418457,-0.034494519233703613,-0.072168946266174316,-0.047822713851928711,-1.0,1408224237.083131,0
-0.08396446704864502,0.093878865242004395,0.065967082977294922,-0.1495211124420166,-0.084427714347839355,-0.081381320953369141,-0.056402325630187988,-1.0,1408224237.087026,0
-0.085239768028259277,0.093956470489501953,0.054138660430908203,-0.21617913246154785,-0.12354528903961182,-0.080695748329162598,-0.057155489921569824,-1.0,1408224237.090996,0
-0.073359489440917969,0.097119927406311035,0.09199833869934082,-0.16018199920654297,-0.07843327522277832,-0.071424722671508789,-0.048515558242797852,-1.0,1408224237.095166,0
-0.070482134819030762,0.097532391548156738,0.10873806476593018,-0.086484193801879883,-0.033540010452270508,-0.070755124092102051,-0.046696186065673828,-0.99957716464996338,1408224237.099129,0
-0.082027196884155273,0.094421982765197754,0.07294154167175293,-0.13323593139648438,-0.072986960411071777,-0.0799407958984375,-0.055139422416687012,-1.0,1408224237.103204,0
-0.086359500885009766,0.093636035919189453,0.05161750316619873,-0.21300685405731201,-0.12295627593994141,-0.081792354583740234,-0.05802154541015625,-1.0,1408224237.107148,0
-0.075293660163879395,0.096661567687988281,0.084776759147644043,-0.17647874355316162,-0.089814424514770508,-0.07283329963684082,-0.049951553344726562,-1.0,1408224237.112045,0
-0.069600582122802734,0.097812056541442871,0.11022675037384033,-0.092380046844482422,-0.035806775093078613,-0.069877982139587402,-0.046096682548522949,-1.0,1408224237.115985,0
-0.079920530319213867,0.094930529594421387,0.080281376838684082,-0.11823773384094238,-0.062048077583312988,-0.078497767448425293,-0.053722620010375977,-1.0,1408224237.120012,0
-0.086923837661743164,0.093396782875061035,0.051038384437561035,-0.20567429065704346,-0.11937224864959717,-0.082551717758178711,-0.058558821678161621,-1.0,1408224237.124003,0
-0.077474236488342285,0.096083641052246094,0.077331304550170898,-0.19097518920898438,-0.10036671161651611,-0.074424266815185547,-0.051509261131286621,-1.0,1408224237.128301,0
-0.069349527359008789,0.097921609878540039,0.10975217819213867,-0.10208630561828613,-0.04085242748260498,-0.069390535354614258,-0.04581296443939209,-1.0,1408224237.132111,0
-0.077770233154296875,0.09549248218536377,0.087729215621948242,-0.10527551174163818,-0.052066326141357422,-0.076848387718200684,-0.052110671997070312,-1.0,1408224237.136071,0
-0.086997866630554199,0.093360424041748047,0.052530765533447266,-0.19458305835723877,-0.1129528284072876,-0.082782506942749023,-0.058540701866149902,-1.0,1408224237.140079,0
-0.079781055450439453,0.095520257949829102,0.07003486156463623,-0.20299208164215088,-0.10957872867584229,-0.076071858406066895,-0.053081750869750977,-1.0,1408224237.143995,0
